,WVHT_max,DPD_at_peak,DPD_mean,APD_mean,MWD_at_peak,MWD_mean,wave_power,WVHT_max_2d_avg,MWD_2d_avg,APD_2d_avg,DPD_mean_2d_avg,wave_power_2d_avg,WVHT_max_3d_avg,MWD_3d_avg,APD_3d_avg,DPD_mean_3d_avg,wave_power_3d_avg,WVHT_max_MWD_interact,WVHT_max_DPD_mean_interact,WVHT_max_2d_avg_log,APD_2d_avg_log,wave_power_2d_avg_log,WVHT_max_3d_avg_log,MWD_wave_power_interact_log,nshor,DPD_mean_wave_power_interact^2,WVHT_max_APD_interact^2,WVHT_max_APD_interact_log^2,day_cos,is_winter
2010-01-12,3.5,14.29,14.971250000000001,11.326250000000002,321.0,320.75,79.24948143847658,4.6899999999999995,317.5,12.29,15.820625000000001,139.22020004576896,3.94,318.6666666666667,11.373333333333335,14.529940476190475,103.23067425986153,1123.5,52.399375000000006,1.7387102481382395,2.587011872725154,4.9432140444342645,1.597365331199831,10.144081301322526,15.0,1407696.3463037994,1603.2015999999999,13.79786090743554,0.9787690698649216,1
2010-01-13,4.02,13.33,14.475,9.6575,317.0,314.875,77.035271484375,3.7599999999999993,319.0,10.614999999999998,14.723125,78.14237646142578,4.466666666666666,317.3333333333333,11.456666666666669,15.372083333333334,118.4918905253043,1274.34,58.189499999999995,1.5602476682433284,2.452297366222372,4.371248464081433,1.6986690461620428,10.10320611097293,12.0,1243415.7943816246,1548.8789936399996,13.673245066796921,0.975098513039961,1
2010-01-14,5.45,14.29,13.98083333333333,10.3175,311.0,311.8333333333333,160.83558433796293,4.734999999999999,314.0,10.254999999999999,14.227916666666665,118.93542791116896,4.323333333333333,316.3333333333333,10.65,14.475694444444443,105.70677908693817,1694.95,76.19554166666664,1.7465877505813339,2.4208124743586956,4.786953497213627,1.6720996735588114,10.820195531932557,15.0,5056271.660986367,3413.3637760000006,16.684759263933504,0.9711394088771653,1
2010-01-15,2.66,11.11,11.747000000000002,8.855,321.0,324.9,36.1535128335,4.055,316.0,9.845,12.863916666666665,98.49454858573147,4.043333333333333,316.3333333333333,9.826666666666666,13.400944444444443,91.34145621861263,853.86,31.247020000000006,1.6203778524724346,2.3837041442788376,4.600102854580524,1.6180672391321549,9.359301404812003,8.0,180366.11079964964,569.3091440400001,10.325092082358932,0.9668929289391521,1
2010-01-17,3.5,18.18,17.10538461538462,12.988461538461538,315.0,317.6923076923077,78.36201896335912,51.25,313.5,56.445,18.658461538461538,446.5080428908738,35.053333333333335,316.0,40.62,16.354641025641026,309.7231995384158,1102.5,59.868846153846164,3.9560398908449206,4.050827968305328,6.103694510493899,3.5849993236265445,10.11395250799221,18.0,1796705.5993994158,2363.4182250000003,15.243505449085886,0.9575429528116719,1
2010-01-18,3.52,15.38,15.169230769230769,12.785384615384617,317.0,318.9230769230769,79.7715558306782,3.51,316.0,13.495000000000001,16.137307692307694,79.06678739701866,35.339999999999996,314.6666666666667,41.99666666666666,17.495384615384616,324.26254720414187,1115.84,53.39569230769231,1.506297153514587,2.673803762373619,4.382861128849476,3.592919062968025,10.138108315885336,15.0,1464277.0022523887,2126.3165440000002,14.841970030943507,0.9524422234305676,1
2010-01-19,3.06,14.29,14.015714285714283,10.791428571428572,317.0,322.85714285714283,47.37311428571428,3.29,317.0,12.175,14.592472527472527,63.57233505819624,3.36,316.3333333333333,12.746666666666668,15.43010989010989,68.5022296932505,970.02,42.88808571428571,1.4562867329399256,2.578321094427426,4.167786069190267,1.4724720573609429,9.617023220242508,10.0,440853.5510410485,1185.0806249999998,12.726469656849279,0.9470596510722283,1
2010-01-20,2.8,13.33,12.96111111111111,6.73888888888889,325.0,332.3333333333333,40.75588586076817,2.9299999999999997,321.0,8.89,13.488412698412697,44.06450007324122,3.1266666666666665,319.6666666666667,10.293333333333333,14.048685388685387,55.96685199238684,909.9999999999999,36.29111111111111,1.3686394258811698,2.2915241456346207,3.808094798487198,1.4174699785883402,9.49150094344795,7.0,279039.15107096103,334.30465599999997,8.75731288489434,0.9413968285264122,1
2010-01-21,3.66,13.33,12.826153846153847,9.236923076923077,349.0,346.61538461538464,69.9035402676377,3.23,337.0,8.045,12.89363247863248,55.329713064202934,3.1733333333333333,330.3333333333333,9.113333333333335,13.267659747659748,52.677513471373345,1277.3400000000001,46.943723076923085,1.4422019930581866,2.2022121188472585,4.031222159057379,1.4287150770038428,10.102229206687769,6.0,803880.0151751344,1224.2721081600002,12.83953728901903,0.9354554315134165,1
2010-01-22,1.84,11.11,11.787692307692309,8.75,357.0,163.84615384615384,18.352655726900316,2.75,353.0,9.285,12.306923076923077,44.12809799726901,2.766666666666667,343.6666666666667,8.366666666666667,12.524985754985757,43.00402728510202,656.88,21.68935384615385,1.3217558399823195,2.3306865231049203,3.8095050679755804,1.3261904370501854,8.787662687950078,7.0,46801.030707254584,274.84334656000004,8.217801909018547,0.9292372181882051,1
2010-01-23,1.36,14.29,14.015714285714283,7.374285714285714,10.0,59.57142857142857,10.57757376093294,1.6,183.5,8.515,12.901703296703296,14.46511474391663,2.2866666666666666,238.66666666666666,8.863333333333335,12.876520146520145,32.94458991849028,13.600000000000001,19.061371428571427,0.9555114450274363,2.2528695007481128,2.7385868256967454,1.1898738799464343,4.670730724775122,5.0,21978.73012501876,118.96701183999998,6.136238726452192,0.9227440286201427,1
2010-01-24,2.62,11.76,11.8575,10.003333333333334,311.0,325.8333333333333,33.394936,1.9900000000000002,160.5,9.215,12.936607142857142,21.986254880466472,1.9400000000000002,226.0,9.146666666666667,12.553635531135532,20.775055162611043,814.82,31.066650000000003,1.095273387402595,2.3238572282695853,3.134896423394029,1.0784095813505903,9.248293464345304,10.0,156800.51964910096,743.88198564,11.168627984856107,0.9159777842484876,1
2010-01-25,2.11,11.11,10.778571428571428,9.35,345.0,334.85714285714283,17.655838928571427,2.365,328.0,10.025,11.318035714285713,25.525387464285714,2.03,222.0,9.356666666666667,12.217261904761903,20.542782896501414,727.9499999999999,22.742785714285713,1.213427963096691,2.4001654213329098,3.2781022919064857,1.1085626195212777,8.714775119238025,5.0,36215.88684362632,413.73187215999997,9.367284540214975,0.908940487313808,1
2010-01-26,1.3,13.33,12.27,7.228571428571428,338.0,244.71428571428572,9.717852520408162,1.705,341.5,8.705,11.524285714285714,13.686845724489794,2.0100000000000002,331.3333333333333,9.273333333333333,11.635357142857144,20.25620914965982,439.40000000000003,15.951,0.9951019122984449,2.2726412166209737,2.6869522444944405,1.1019400787607845,8.097314957005773,4.0,14217.712669252172,102.03020099999998,5.793818426841997,0.901634220265486,1
2010-01-27,3.88,14.29,15.107500000000002,11.47625,304.0,308.125,100.49702564843751,2.59,321.0,9.82,13.68875,55.107439084422836,2.43,329.0,9.76,12.718690476190476,42.62357236580566,1179.52,58.61710000000001,1.2781522025001875,2.3813962734183356,4.027268407737925,1.2325602611778486,10.327188564443937,18.0,2305109.8292759215,2121.11829136,14.832741854328368,0.8940611451454876,1
2010-01-28,3.53,15.38,14.775714285714287,10.155714285714286,317.0,313.0,74.57477896209915,3.705,310.5,11.219999999999999,14.941607142857144,87.53590230526834,2.903333333333333,319.6666666666667,10.07,14.051071428571431,61.59655237698157,1119.01,52.15827142857143,1.548625773037343,2.503073953743449,4.483408145515462,1.3618308889415163,10.070746440228952,15.0,1214173.9725026102,1392.19280641,13.291608072928373,0.88622350294858,1
2010-01-29,2.69,12.5,12.512857142857143,10.264285714285714,331.0,335.57142857142856,38.745985533527694,3.1100000000000003,324.0,10.46,13.644285714285715,56.660382247813416,3.3666666666666667,317.3333333333333,10.93,14.13202380952381,71.27259671468808,890.39,33.65958571428572,1.4134230285081433,2.4388627112865935,4.0545703215294795,1.4739999415389962,9.459223496823705,8.0,235053.32372046317,775.14912225,11.301802260309199,0.8781236129591848,1
2010-02-22,2.39,18.18,19.09,12.6875,332.0,333.75,42.093450000000004,2.54,331.5,12.015,15.801428571428572,40.41971776676385,2.8699999999999997,326.6666666666667,11.533333333333333,15.459523809523809,51.8047381652089,793.48,45.6251,1.264126727145683,2.5661025384465286,3.7237570420080535,1.3532545070416904,9.5450986692135,8.0,645715.0386144457,1068.97610304,12.371788967555405,0.612380204990065,1
2010-02-23,3.89,16.67,16.18625,13.10375,343.0,334.625,79.98568215332031,3.1400000000000006,337.5,13.815,17.638125000000002,61.039566076660165,2.99,335.3333333333333,12.659999999999998,15.92970238095238,53.608372562282625,1334.27,62.964512500000005,1.420695787837223,2.6956401810255284,4.127772344032753,1.3837912309017721,10.219614541746656,15.0,1676165.8717428816,2944.7444902499997,16.09733834672719,0.5986906625177213,1
2010-02-24,2.08,11.76,12.622222222222224,10.321111111111113,339.0,334.6666666666667,19.180799012345677,2.9850000000000003,341.0,12.274999999999999,14.404236111111112,49.583240582833,2.7866666666666666,338.0,12.743333333333332,15.966157407407408,47.08664372188863,705.12,26.254222222222225,1.3825373122421785,2.5858825671280026,3.9236203076520177,1.3314861246248957,8.7800636147153,6.0,58614.49572632769,486.11430399999995,9.844401967324128,0.5848239578463323,1
2010-02-25,2.25,15.38,14.62,7.277142857142857,315.0,312.57142857142856,32.28097491836734,2.165,327.0,9.094999999999999,13.621111111111112,25.730886965356518,2.7399999999999998,332.3333333333333,10.713333333333333,14.476157407407408,43.81581869467774,708.75,32.894999999999996,1.1521530555961395,2.3120402517648007,3.285819711992991,1.3190856114264404,9.227149021721154,8.0,222734.77624064247,291.64100625000003,8.379103241654573,0.5707841943569036,1
2010-02-26,3.17,15.38,15.1325,9.91375,329.0,328.5,62.8665052890625,2.71,322.0,8.969999999999999,14.876249999999999,47.57374010371493,2.5,327.6666666666667,9.513333333333334,14.124907407407408,38.109426406591794,1042.93,47.970025,1.3110318766193438,2.299580583973747,3.8830830577931095,1.252762968495368,9.937119612840513,12.0,905023.805412431,1076.46329025,12.395623020036728,0.5565755266413303,1
2010-02-27,2.0,12.5,13.097777777777777,9.045555555555556,336.0,335.6666666666667,17.7334289903978,2.585,332.5,10.075,14.11513888888889,40.29996713973016,2.473333333333333,326.6666666666667,9.246666666666668,14.283425925925926,37.62696973260917,672.0,26.195555555555554,1.2767584740515836,2.4046903159311994,3.7208617043184904,1.2451147476571112,8.69273047712644,7.0,53948.66173834086,384.1600000000001,9.152386093288108,0.5422021592729844,1
2010-02-28,3.38,8.33,8.116666666666665,6.464166666666666,353.0,353.0,39.37892145833333,2.6900000000000004,344.5,8.245000000000001,10.607222222222221,28.556175224365575,2.85,339.3333333333333,8.946666666666667,12.115648148148148,39.99295191259783,1193.1399999999999,27.434333333333328,1.305626458052436,2.2240828648390885,3.3862926974636243,1.3480731482996928,9.53977067764169,5.0,102160.51085984666,511.31158884000007,9.996748604537004,0.527668345562516,1
2010-03-01,5.29,15.38,15.961428571428572,10.92,322.0,323.7142857142857,196.2252587361515,4.335,337.5,8.68,12.039047619047619,117.80209009724243,3.5566666666666666,337.0,9.053333333333335,12.391957671957671,84.44586972829416,1703.38,84.43595714285715,1.6742888847537167,2.2700619012884857,4.777459000184914,1.5165913620677485,11.053830650657924,20.0,9809646.067743797,3185.95900249,16.409108505065806,0.512978386299228,1
2010-03-02,4.01,15.38,15.2,9.646363636363636,343.0,343.3636363636364,108.90546247933884,4.65,332.5,10.315,15.580714285714286,152.56536060774516,4.226666666666667,339.3333333333333,9.106666666666667,13.092698412698411,114.83654755794116,1375.4299999999998,60.95199999999999,1.7316555451583497,2.4261292790855005,5.034126278404158,1.653773726254152,10.528237406480278,15.0,2740226.7600510484,1595.17164816,13.779670149445575,0.4981366284784055,1
2010-03-03,3.0,12.5,13.615454545454543,7.771818181818182,348.0,348.3636363636364,53.65020206160782,3.505,345.5,8.945,14.407727272727271,81.27783227047334,4.1000000000000005,337.6666666666667,9.520000000000001,14.925627705627704,119.593641092366,1044.0,40.846363636363634,1.5051878910603012,2.2970699123059357,4.410101718672914,1.6292405397302803,9.834741274790986,6.0,533589.178463274,565.9640999999999,10.306927215527018,0.4831474640149687,1
2010-03-04,2.86,12.5,11.547692307692309,7.3246153846153845,353.0,93.23076923076923,41.70847438142921,2.9299999999999997,350.5,7.675,12.581573426573426,47.679338221518535,3.2899999999999996,348.0,8.436666666666667,13.454382284382284,68.08804630745858,1009.5799999999999,33.0264,1.3686394258811698,2.160445325832923,3.885254673563456,1.4562867329399256,9.597240305879003,5.0,231973.84218257494,450.33932944,9.616491182318903,0.4680153284438345,1
2010-03-05,2.45,8.33,9.07,6.938750000000001,33.0,27.25,22.024291273437505,2.6550000000000002,193.0,7.175,10.308846153846154,31.866382827433373,2.77,244.66666666666666,7.426666666666667,11.411048951048949,39.127655905491466,80.85000000000001,22.221500000000002,1.2960960932017418,2.101080716783317,3.49245033682104,1.3270750014599193,6.590028500102012,4.0,39904.186185646824,288.26946225,8.347341423297207,0.45274469960737107,1
2010-03-06,1.77,11.76,9.716923076923077,5.787692307692306,359.0,153.6153846153846,13.787968866636326,2.1100000000000003,196.0,6.43,9.393461538461539,17.90613007003693,2.36,248.33333333333334,6.760000000000001,10.111538461538462,25.84024484050097,635.43,17.198953846153845,1.1346227261911428,2.005525858729668,2.9394862118079903,1.2119409739751128,8.507320783797708,2.0,17949.738153605984,110.16811521000001,5.963402326844702,0.4373400963303321,1
2010-03-07,2.1,14.29,14.303,6.8469999999999995,325.0,330.6,28.548816606000003,1.935,342.0,6.5649999999999995,12.009961538461539,21.16839273631818,2.106666666666667,239.0,6.6866666666666665,11.029974358974359,21.45369224869123,682.5,30.036300000000004,1.0767074532800598,2.023532347240319,3.0986675237659864,1.1335503400293903,9.135548439492604,6.0,166736.4300867962,228.61440000000002,7.728737701845355,0.4218060770826634,1
2010-03-08,3.01,13.33,13.067777777777778,7.279999999999999,324.0,326.0,48.855105268175556,2.5549999999999997,324.5,7.35,13.68538888888889,38.70196093708779,2.2933333333333334,336.0,6.876666666666666,12.362566951566953,30.397296913603913,975.2399999999999,39.33401111111111,1.268355063255204,2.122261538862764,3.6814005803546115,1.1919002230916669,9.669665570865988,6.0,407589.8757180705,509.63062499999995,9.98678079114827,0.4061472386305789,1
2010-03-09,3.06,8.33,8.278,6.914,27.0,24.0,32.149140291,3.035,175.5,7.3149999999999995,10.672888888888888,40.50212277958779,2.723333333333333,225.33333333333334,7.276666666666666,11.882925925925926,36.517687388391806,82.62,25.33068,1.395006301721912,2.1180611126448907,3.7257445772438373,1.3146193244129996,6.767373950862775,5.0,70825.48738297953,476.0163968399999,9.78151228837668,0.3903682146763026,1
2010-03-10,2.42,9.09,9.170833333333333,6.281666666666666,38.0,37.5,22.700678385416666,2.74,32.5,6.654999999999999,8.724416666666666,27.424909338208348,2.83,129.66666666666666,6.936666666666667,10.172203703703703,34.568307981530694,91.96,22.193416666666664,1.3190856114264407,2.035359029109647,3.347265850122572,1.3428648031925547,6.761139548410328,3.0,43340.63532573632,223.66997135999995,7.671846687084369,0.374473674486883,1
2010-03-11,1.85,10.53,8.823333333333334,5.536666666666666,357.0,81.5,12.587738035879635,2.135,197.5,5.965,8.997083333333332,17.644208210648166,2.4433333333333334,140.66666666666666,6.353333333333334,8.757388888888888,22.479185570765384,660.45,16.32316666666667,1.142629174084884,1.940897607231769,2.925535546150784,1.2364399944634374,8.410681453091152,3.0,12335.613840692577,113.15640625000002,6.0232578640190155,0.35846832151248065,1
2010-03-12,1.82,7.14,10.443846153846156,5.833846153846154,38.0,241.84615384615384,14.7518554449249,1.835,197.5,5.84,9.633589743589745,13.669796740402282,2.03,144.33333333333334,5.953333333333333,9.479337606837607,16.68009062207369,69.16,19.007800000000003,1.0420419371797154,1.922787731634459,2.6857907365989355,1.1085626195212777,6.330737335141599,3.0,23736.365865543507,116.48021476000001,6.088419137257054,0.3423568919945422,1
2010-03-13,1.92,11.76,13.1125,7.8475,357.0,266.375,18.780746914062497,1.87,197.5,7.055,11.778173076923078,16.766301179493713,1.8633333333333333,250.66666666666666,6.62,10.793226495726495,15.373446798288962,685.4399999999999,25.176000000000002,1.0543120297715298,2.0862930166289377,2.87730347078142,1.0519864473280542,8.81071716394072,5.0,60645.24053334212,246.66587135999995,7.928414231602301,0.3261441535642696,1
2010-03-14,1.67,12.5,12.026666666666666,6.91,345.0,272.77777777777777,13.63040781893004,1.795,351.0,7.74,12.569583333333334,16.205577366496282,1.8033333333333335,246.66666666666666,7.136666666666667,11.861004273504273,15.721003392639098,576.15,20.08453333333333,1.0278321066070624,2.167910189667444,2.8452335967506843,1.0308091853167471,8.45606021363411,3.0,26872.510939692318,148.62048099999998,6.653999675383302,0.3098349038318025,1
2010-03-15,4.29,15.38,15.426153846153845,9.492307692307692,343.0,327.9230769230769,118.94123699362765,2.98,344.0,8.595,13.726410256410254,66.28582240627887,2.6266666666666665,348.3333333333333,8.456666666666667,13.521773504273504,50.45079724220668,1471.47,66.17819999999999,1.3812818192963463,2.261242129459663,4.208949551847185,1.2883139527596867,10.616384522937906,15.0,3366512.3989977236,1800.14366961,14.221245720375704,0.2934339689665273,1
2010-03-16,3.77,13.33,14.171428571428569,10.184285714285712,331.0,337.85714285714283,92.48796314868801,4.03,337.0,9.805,14.798791208791208,105.71460007115785,3.2433333333333336,339.6666666666667,8.97,13.874749694749694,75.0198693204152,1247.8700000000001,53.426285714285704,1.6154199841116479,2.3800089899588492,4.670157981853761,1.4453491239012055,10.329229548082779,12.0,1717899.267683211,1342.8120513600004,13.163720623985162,0.27694620226893646,1
2010-03-17,2.54,14.29,13.622857142857141,10.320000000000002,340.0,294.2857142857143,38.90756114285714,3.1550000000000002,335.5,10.265,13.897142857142855,65.69776214577259,3.533333333333333,338.0,10.14,14.406813186813187,83.44558709505755,863.6,34.60205714285714,1.4243124283074116,2.4217005738842077,4.200171401320837,1.5114575040738967,9.490209814297888,8.0,280934.0770931338,753.9088147600002,11.211837689457614,0.2603764827344581,1
2010-03-18,2.35,7.14,9.604615384615384,6.185384615384615,10.0,61.92307692307692,23.42230667410105,2.4450000000000003,175.0,8.485,11.613736263736262,31.16493390847911,2.8866666666666667,227.0,8.896666666666667,12.466300366300365,51.605943655215356,23.5,22.57084615384615,1.236923904465622,2.2497116033869773,3.4708768500957077,1.3575518922542367,5.460534284094088,4.0,50608.01258664985,209.55457600000003,7.5037120973535805,0.24372971360968387,1
2010-03-19,3.77,14.29,14.403846153846152,9.506923076923078,331.0,335.61538461538464,81.82886365498403,3.06,170.5,8.129999999999999,12.004230769230768,52.62558516454256,2.8866666666666667,227.0,9.023333333333333,12.543772893772891,48.052910490647356,1247.8700000000001,54.302499999999995,1.4011829736136412,2.211565694606877,3.9820262893479454,1.3575518922542367,10.206785332805442,10.0,1389216.6782717947,1449.8579289999998,13.436139934895472,0.22701082094141847,1
2010-03-20,2.26,13.33,12.591818181818182,7.322727272727274,326.0,329.1818181818182,28.393488540946667,3.0149999999999997,328.5,8.625,13.497832167832167,55.11117609796536,2.793333333333333,222.33333333333334,7.803333333333334,12.200093240093238,44.54821962334387,736.7599999999999,28.457509090909088,1.3900373473987249,2.264363880173848,4.027335010120031,1.333245140030075,9.133165252476568,7.0,127824.5870151031,261.113281,8.079935966890934,0.21022475211898378,1
2010-03-21,1.7,15.38,14.216363636363637,6.588181818181818,329.0,270.8181818181818,18.404316378662667,1.98,327.5,6.855,13.40409090909091,23.39890245980468,2.5766666666666667,328.6666666666667,7.9366666666666665,13.737342657342657,42.875556191531075,559.3,24.16781818181818,1.091923300517313,2.0611502717075845,3.194538150131928,1.2744312679744974,8.70880811224851,4.0,68456.77379675978,124.36710399999998,6.237475107679763,0.19337647441020586,1
2010-03-22,1.32,12.5,12.906363636363636,7.083636363636364,328.0,298.54545454545456,9.907868705108944,1.51,328.5,6.715,13.561363636363637,14.156092541885819,1.7599999999999998,327.6666666666667,6.859999999999999,13.238181818181816,18.90189120823938,432.96000000000004,17.0364,0.9202827531436926,2.043166485815124,2.718402599094814,1.0152306797290584,8.086650534236448,3.0,16351.902166692173,82.23587856,5.33333670303855,0.17647097349152166,1
2010-03-23,3.01,15.38,15.227692307692307,12.594615384615386,332.0,332.9230769230769,54.84276361310879,2.165,330.0,9.995,14.067027972027972,32.37531615910888,2.01,329.6666666666667,8.85,14.116806526806528,27.718316232293418,999.3199999999999,45.835353846153836,1.1521530555961395,2.3974406240067245,3.5078165896076468,1.1019400787607843,9.809660136469486,12.0,697439.9950098643,1559.5548774399995,13.698027708988539,0.15951325197263633,1
2010-03-24,2.47,13.33,13.423846153846155,7.898461538461539,332.0,333.0,35.3163282030041,2.74,332.0,10.64,14.32576923076923,45.07954590805645,2.2666666666666666,330.6666666666667,9.383333333333333,13.85263403263403,33.355653507073896,820.0400000000001,33.15690000000001,1.3190856114264407,2.454447442303292,3.8303691619132225,1.1837700970084166,9.369565665293104,8.0,224752.75333099748,406.23208704,9.314006558766842,0.14250832791617088,1
2010-03-25,2.22,11.76,11.582727272727274,6.554545454545456,335.0,334.27272727272725,24.706550767843726,2.345,333.5,7.455000000000001,12.503286713286714,30.01143948542392,2.566666666666667,333.0,9.343333333333334,13.411421911421911,38.28854752798549,743.7,25.71365454545455,1.2074666935801919,2.1347579823505436,3.4343561520744497,1.2716314527997508,9.021319767451288,4.0,81892.83357518281,224.55022500000004,7.6820480601983006,0.1254612333527367,1
2010-03-26,1.59,9.88,9.032857142857143,6.151428571428572,346.0,208.42857142857142,10.612031001457726,1.9050000000000002,340.5,6.520000000000001,10.307792207792208,17.659290884650737,2.0933333333333337,337.6666666666667,7.066666666666666,11.346476856476857,23.544969990768468,550.14,14.362242857142858,1.0664333903038747,2.0175661379617487,2.9263441928027203,1.1292492581299995,8.20869944436042,4.0,9188.556786526382,100.02200121000001,5.750381304384978,0.10837701279187609,1
2010-03-27,1.7,14.29,14.152857142857142,6.304285714285713,314.0,313.57142857142856,15.530146768221577,1.645,330.0,6.525,11.592857142857142,13.071088884839662,1.8366666666666667,331.6666666666667,6.6000000000000005,11.589480519480519,16.949576179174297,533.8,24.05985714285714,0.9726710653102627,2.0182308106349396,2.6441222586676725,1.042629653917173,8.492381119161267,5.0,48310.25902899398,132.06606399999998,6.376071626896732,0.09126072172931188,1
2010-03-28,2.44,11.76,11.88375,7.8225,343.0,335.875,30.18109488574219,2.07,328.5,7.460000000000001,13.018303571428572,22.855620826981895,1.9100000000000001,334.3333333333333,7.07,11.689821428571427,18.774424218473783,836.92,28.996349999999996,1.1216775615991057,2.135349173618132,3.172019863654866,1.0681530811834012,9.245042772315209,6.0,128640.28550049666,396.42402816,9.243099649425357,0.07411742515094415,1
2010-03-29,2.47,20.0,16.024545454545454,7.085454545454545,318.0,301.72727272727275,43.36216175319308,2.455,330.5,7.665000000000001,13.954147727272726,36.771628319467645,2.2033333333333336,325.0,7.363333333333334,14.020384199134199,29.691134469052233,785.46,39.58062727272727,1.2398224572196332,2.1592919231675696,3.631558247245124,1.1641919343140914,9.53171111266544,6.0,482828.93540991336,313.64055801000006,8.579350279038893,0.056952196034039754,1
